sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
assembly	chromosome	-	-	contig_1	28849	0.5833477763527332	c3d34ea158e6cdba1b16a90eefa7618c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_10	85754	0.6173589570165823	5091de15757a6642bd1a40d32010bfe0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_100	72905	0.605898086550991	abb65b4518c82b57a59f2c47a347805a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_101	62442	0.6073956631754268	e5a54898df0cefea092790834f5425a0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_102	47196	0.6237392999406729	6a4068c9ef9fc3e4616f4bb3815a8663	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_103	65307	0.6308052735541366	997ca59efe278b860e4cb35d91493c24	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_104	27281	0.6084454382170742	eb40b1e7fe9057ae12119c2277a0bc13	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_105	29282	0.6331534731234205	f49899ca0925fcae14b7d60e33eccc32	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_106	3090	0.658252427184466	e93d758bfe5fb9af20e973cc6b7adf1a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_107	21942	0.6347188041199526	6239254ffc607ca0d3edaad86b9cfdc7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_108	116174	0.5936095856215676	158d7faec42d3190f67bbe6bf25ddca9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_109	110678	0.6174126746056127	18f5953707033946f78062de6919b39e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_110	10208	0.6093260188087775	cb95fc8d265da73ebd0c28fc6e12bc4a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_111	106135	0.6178357751919725	79073fc2f438129b0eebd04199c0b9ac	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_112	34951	0.6237017538840091	aaec8ef9837e3f95fe73a95326d2a900	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_113	84266	0.5951985379631168	a613116eea602dbef8f71c9353357e5e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_114	16024	0.6113954068896655	89ea592a1e62926446f111df716998cf	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_115	121909	0.60559925846328	f252e854b70b3ebbd8799ce6d8ffabf8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_116	25704	0.6230936819172114	9bf006dd49e67e4cf9fb0e113c551259	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_117	4856	0.5422158154859967	5ccbdd92b66190e07d9c671038366804	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_118	99710	0.5921371978738341	d2ba1d79897eecb0188bc9da5c68414b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_119	3497	0.5647698026880184	7aa1be2cbad189bef1884dbfdc75d72a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_120	14029	0.5493620357830209	0af36a514d70fa315ec6a4976b0288a9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_121	19011	0.5799274104465836	22edbf72e9ad5ed90a0d06fe11ff9abc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_122	41830	0.6093234520678938	5235f20b6936303c92a960e3fbcd6a56	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_123	74424	0.5848785338062991	8e2eefa6b6588ba1b5e63ff7079bee97	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_124	35402	0.5968306875317778	f4736bc27138d514e8ea36db86724aa2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_125	25111	0.6314364222850544	f34e4f6894ee0d0b329cb1193f338041	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_126	29864	0.6142177873024377	2db5927c3b25f2f329e08925140dda01	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_127	13595	0.5743287973519676	d5528f3a4fc3a7d96ffa2647c4f7416b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_128	21605	0.6303633418190234	3594a18bf9476749c911d73c89d8db50	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_129	43328	0.628461964549483	cb2f02b2f90d10116dea6717ea502a68	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_130	13903	0.5743364741422714	0fcf1f029df11b2ef1c68199267d9df2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
assembly	chromosome	-	-	contig_131	25646	0.6107775091632224	62376a66e9a19e43ffed5b15e616056f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
